class,text
1,áno dozvedeli mi chceme mi chceme mi chceme mi chceme a chcú už 8 mesiacov a zatiaľ sa dokázali postarať len o seba
1,uz su trapny s tym lebo smer
1,vôbec tomu nerozumiem prečo tú vasilisu premudru čo absolútne ničomu nerozumie volajú na odborné debaty. ľudia z takej debaty nemajú nič.
1,ona nič iné nevie jedna basnička naučená naspamäť
1,hovorila lebo fico prázdna spajza ja by som povedal prázdna hlava.
1,pani remišová len tllácha
1,lebo sa vás bojí
0,mudrostou a argumentami sa vam nik nevyrovna pan fico a pocuvat tuto zenu
1,ako robot je nastavena lebo fico lebo smer
1,táto babkohereča bola pre roba jednohubka nič nepovedal len štekala do prázdna nič konkrétne nepovedala
1,presne tak
1,ako na kolotoči - dookola to isté
1,čistá hlúpa krava.
1,františek kvasničákpán fico táto vládna garnitúry na čele s premiérom igorom matovičom vám nesiaha ani po členky.toto čo tam oni dovádzajú to je vrchol debylizmu a k pani remišovej tej by som dal habarky a nech ide miešať v hrncoch
0,pokrok
1,bola to fraška v priamom prenose.popoluška nesklamala.prázdna hlava
1,ja si osobne na dialóg vyberám ludí ktorí ma niečim obohatia.pretože si nechcem potom priznať
1,to preto lebo jej dava odpovede moderator
0,nemá na vás nik
1,pani remišova sa strapnila neodpovedala nič k veci len osočovála
1,vasilisa premúdra sa snažila
1,pán fico ja som sa dozvedel akurát to že má ešte menšie iq ako som si myslela prosím vás opýtajte sa matelka keď prebehne to celoplošné testovanie to znamená že keď sa  otestujú že po dvoch alebo viacerých dňoch už nemôžu byť pozitívny?lebo sa dali testovať?nemá to logiku.ale mne dáva logiku to že nakúpili testy a nevedia čo s nimi preto celoplošne testovanie
0,presne tak!!!
1,tak to vyzerá
1,u pani je výhra pokiaľ povie aspoň jednu súvislú vetu
1,sledovala  som  tento  program
1,rozmetal ju riadne
1,pani remisová o nicom
1,imunitna cvarga bez zodpovednosti
1,remiška je nekultúrna jej spravanie je tiež choré 
1,remišova je absolútne nekompetentná krava.
0,pán fico
1,remišová je bábka...vlastne profesionálna bábka. veď má na to školu...
1,lebo nič iné nevie
1,mate pravdu pan fico ..vy ste  veľmi rozumni čľovek  na slovensku a už asi nebude nikto ini ako vy .zo všetkecho .z ekonomiky atď...treba ich vichodiť z parlamentu tich blaznov toľko  a soryy za pravopis
1,asi jej zabudli napísať čo ma povedat
1,táto koktana je už tak trápna až na
1,remiska je trúba
1,su to žaludi aj s pani remisovou
1,to sa nedá počúvať čo to rozpráva! ale pamätám sa
1,nič nové k danej téme  od p. remisovej
1,pan fico nie som vas volic ale uz konecne vykopnite toho matovica stoho parlamentu ...duel bol super pobavil som sa ako babkoherecka zahovarala a vlastne sme sa nic od nej nedozvedeli :d
1,no keď nič iné nemá nahraté v tej svojej tupej hlavičke.
1,na margo súčasnej vlády : dúfam že ľudia majú ponaučenie
1,koniec bol superešte aj do moderátora sa pustilaje to hlúpa hus
0,to celoplošné testovanie je len úskočná pasť. každému musí byť jasné 
1,fico 
1,pán fico sledoval som. dali ste jej riadnu nakladačku ako minule tomu debilovi hegerovi. remiška je tupá
1,pan fico je politik a remisova babko herečka!!!!
1,my máme papagája a dokola škrieka to isté
1,však je hlúpa jak noc
0,ešte je tu niekto komu není jasné kto zabil kuciaka?ani v týchto dňoch.
1,k pani remišovej je úplne zbytočné sa vyjadrovať. to treba poslať preč. to si vždy pokazím deň.
1,kto má len štipku chochmesu
1,p.remisova chodi na diskusie nepripravena
1,co cakate od babko herecky
1,nič iné nevedia
1,môj dojem je z toho taký 
1,myslím si že sa pani remisova rozumovo podobá na matelka. obaja sú divný.
0,fico nesklamal
1,všetko čo sa deje v tejto vláde je úplný zmätok ani sami sa nevedia vyznať v tom čo robia.
0,pan fico ani my sme sa nič nedozvedeli. lebo fico a minula vlada
1,od babkoherečky čo sme sa mohli dozvedieť nič nové stále melie do okola .ona tak môže šnuročky potahovst a nie peniaze počítať .nerozumie tomu ani toľko koľko náserie koža bobkov .
1,daval jej dole tangace s prehladom
1,lebo fico lebo smer už pomaly prestáva používať aj vynálezca tejto frázy matelko trnavský len táto sliepka furt dookola .....že je hlúpa vie asi už každý ale že aj pribrzdená ?????????
0,pozitívne od remisovej? jaaj
1,remisova
1,mns len zujima kedy bude zatknuty minister zahraničia za kradež 700 tisic a prevedenie peňazi do bieloruska
1,fico škoda ze ta obsadil taky magor ako je matovic lebo ľudia slovenského štátu  sú niekde inde ako v realite
1,no co sa uz len od takej hlupane môze clovek dozvediet???
1,naser si.
1,remisova je neschopna nic nepovedala len bachorky brozurky a bebe kesky
0,asi tak
1,tato dama by mala absolvovat psychotesty......
1,vždy je lepšie hľadať a povedať príčinu ako riešenie ktore ona nikdy nemala
0,ste super .
1,čo to za  duel ked remiška nič nevie nerozumie chodte vy s takým čo rozumie tak sa prepadnete pod zem kde je fico rozumom od remišky a la tuty to je tak ako keby sme my obačaní išli do duelu s lekárom alebo právnikom ved tak to tu aj vyzerá nič neurobil pre slovákov ešte doteraz nič a ešte ako zostanu urobia ovela zla to je isté
1,transparetne efektivne tojej vysvetlene lebo fico pellegriny
1, nič nevedia 
1,vycitam moderatorovi preco dovoli diskutujucim stale dookola opakovat veci ktore sme uz poculi 100x a nestrazi merito veci
0,že si ju robo môj nezabil v tom študiu...
1,lebo ona je taká
1,truhlik
1,remisova ani ako babkoherecka neuspeje lebo ani nato nemá
1,remišová nie je žiadny politik. hnida
0,ano pan robo je politik na urovni
1,moj dojem....nic..nic...nic...iba sluby a dookola nic..kde su tie peniaze pre ludí z prvej linie...
1,dostala koľko sa do nej zmestilo :d babkoherečka ...
1,remisova môže viesť rozhovor akurát so svojimi bábkami
1,nie dojem ale celá marfuska ako cez kopirak.
1,dajte na vladu chudobu ona vam ukaze
1,p. remišová je niečo ako matovič v sukni
1,nie
1,pan fico ste bol super pani remisova velka 0 la je blba a glupa
1,pani je tam celkom omylom.
1,ministerka r.  pre veci zbytočné je na svojom poste taká slabá ako kambodžský čaj  po  záplavách .....
1,ved skakalo do reci p ficovi ako opica
1,šachmat!!!!!
1,pani remisova je h l u p a n a
0,fico super jej to natrel je to pán politik
1,je to len jedna z tých škodných
0,chod do pekla uz
1,okrem toho 
1,jej odpovede dáva moderátor...
1,hlupana bude stale tupaňa
0,fico vie vystupovat povie vystižne dobra slovna zasoba reči
0,p.fico
1,remišova teba by som nedal ani riady umývať do jedálne pre bezdomovcov
1,čo očakávate od babkoherečky
1,stupňovanie : trubka
1,pán fico bol ste veľmi dobrý
1,chúďa
1,pani remisova ja som si mislel ze pan fico ma 10 rocne dievca ktore cita len s papierov
1,pán fico ale kto ich zastaví.veď tá veverica nevie kde je sever
0,to bol rozdieĺ 1. a  5. ligy.
1,remisova je blbá ako vrece chrustov.
1,ved ona nič ine nevie aj za 5 rokov to bude lebo fico
1,skok do reči je jej práca lebo iné nevie. je jednotka skákania do reči. už niečo aj spravila v prospech občanov? neviem
1,že vyplatili ste už tie slúbené odmeny? že pán moderátor - dali ste zlú otázku - bože ľudia zapisujte toto niekde - že či by namiesto podakovania nebolo efektívnejšie im vyplatiť - to je dievča - a že ony nemajú schémy na to
1,milan orso orsiňo aj tá marfusa bola múdrejšia než toto individum veď tá je tak tupá že to až dvermi plieska
1,matovič potrebuje takéto nemehlo aby si robil čo chce vo vláde.
0,moc pekné rúško
1,remisova je najtupsi politik aky kedy vo vlade bol.. preskocila aj migasa a luptaka
1,chudera remišová
1,co cakat od kysucanky z lazoch
1,aspoň ukazujete deťom 
1,viete ono keby hlúposť nadnasala tak ona tu lieta jak nie jedna holubicka ale celý kŕdeľ holubíc!!!!!
1,ta pani vystudovala babkoherectvo
0,pán fico treba zachrániť slovensko lebo táto vláda nás vlečie do záhuby nebude dobre nebude pri tomto vládnutí želám vám veĺa zdravia a pevné nervy v politike 
1,pani remisova je sebestredna osoba beschopna prijat akykolvek iny nazor. mam obavy o demokraticke smerovanie nasej jrajiny a o nejakych socialnych istotach resp. zarukach mozno budeme len citat v ucebniciach dejepisu.
1,od nej nikto nič nečaká
1,pani babkoherecka sa zase predstavila
1,to je odvaha ísť do diskusie s p. remisovou ...lebo obávam sa že jej nik nerozumie ..či to ona nikomu a ničomu nerozumie?  to ako fakt nič lepšie na slovensku už nemáme?  za mňa je to čistá majka z gurunu
1,no dnes pán fico perfektne ako vždy ale dnes u mňa má  bodov aj redaktor dolinský keď ďakovala ľuďom v prvej línii a on sa jej opýtal že či už zdravotníci dostali peniaze a ona na to že dostanú ale sa to jej nepáčilo že redaktor jej dal takú podpasovu otázku.
0,pooojde to pekne hore s tými percentami pán fico
1,čo ste čakali od vasilise premudrej
1,títo kokoti sa vôbec nemali dostať do parlamentu
0,to už je neskoro
0,pán fico ste super.
1,pan fico boli ste super remisova nic 0 bodov sliepka
1,hej naložil pravdu kurve špinavej aj s premiérom
1,remišova má odvahu ukázať svoju hlúposť.
1,ako vždy nesklamalao nič som neprišla
1,šibnutá  krava
1,mne remisova napadne pripominala pohybom ruk tie figurky pat a mat.tragedia co dnes stvarala.
1,nie som ficov prívrženec ale musím uznať
1,zlatko a matovič je jako co? spasiteľ?
1,tak to nebola oponentka pre vás. prečo sa znižujete ísť do duelu s takouto figúrkou? je to nehodné politika vášho kalibru. veď vám nesiaha ani po päty.
1,ona len dokelecka ako mlynek na mäso je to kus pice
1,hlupa žena veĺa si o sebe mysli...
1,sedlacka a pan politik
0,pán.fici super len vaša súperka o ničom
1,co to robíte za opozičnú politiku bande podvodnikov a kocnerovych služobnikov . ako môžete  podporiť ich kšeft na testovanie slovenska. vsak matovič vam nuka demisiu za neúspech testovania.
0,prečo nehovoril že je to zbytočne?
1,nemohla som bábkoherecku počúvať. je to vymetenec....
1,ta pani nevie nic je na smiech
1,ale jej dal
1,cela tato vlada vratane remisovej stoji na vode nic konstruktivne pre obcanov ziadna vizia lepsieho zivota pre nas iba diktat matovica
1,presne ona mu nesiaha ani po malíček a vôbec celá vláda
0,pán fico...vyjadril ste sa v tom zmysle
1,vždy som si vás vážila a volila
0,veď ani ine nevie.
1,a čo sme mali čakat od tej babkovej piče??
1,na veľké ho... sú nám také duely
1,no čo sme čakali to isté ako minulu nedelu minster financii heger a fico.ten vyťahoval len schémy
0,snáď si nečakal niečo iné?
1,odporná žena a stále sa budú navazat do smerakov a spomínať fico
0,myslim
1,tak to bolo super
1,veď ona ani nič iné nevie teľa
1,lebo iné nevie
1,remišová a spol = spolok amatérov a primitivov ... keď nevedia odpovedat tak sa smejú ... a keď odpovedajú tak len  to fico
1,to je taká krava  sprosta
1,pán fico zastavte týchto magorov prosím
1,zničili ste ju :) ......   matovic absolútne nic nenaju naplanovane úplný chaus........ nech odstúpi.....
1,ako vždy
1,co popoluška flandra je to
1,ako babkoherečka sa otom neučila veĺka moci pani.
1,máte moju podporu remisova musí odstupit
1,vo mne zvíťazila zvedavosť a pri nej aj ostalo. ona sa nechytala nijakej temy
1,fico je pán politik takéto teľa si ani nezaslúži byt s ním v jednej relácii a vlastne na úrade vlády by mala robiť akurát upratovačku
1,na čo iné by sa tá tupopani zmohla....
1,je to chudera nech ide prec ked to nevie
0,nič
1,no čo ine 
1,rozumovo je velmi nizkej urovni remiška
0,ale pán fico páčite sa jej tak preto vás stále spomína...veď ju pozvite na kávu na stojáka
0,p fico znova veronika sklamala nič podstatné nepovedala lebo tomu nerozumie to je celé
1,zase iba to ze je to tupelo sproste
1,nič pozitívne som sa nedozvedel. pani remišová ma však presvedčila o tom
1,ministerka ničoho
0,pán fico bude vždy mojím favoritom č. 1
0,a ukázalo sa ako sa mýlil
0,... ale nakoniec to dopadlo  celkom zaujimavo
1,ved oni to zvladlipo cigansky
1,pozrite si prosím 15 min z turca :
1,za hitlera vraj museli byť židia označený žltou hviezdou.kto mal žltú hviezdu
0,aspoň teraz ste sa vyjadril konečne rozumne
0,treba zastavit kovid 19  ....a nie fica alebo matovica...ved ide o zivot...!
0,výborne pán fico
1,haha p. remisova
1,matelko nesiaha ficovi ani po podrážky topánok
1,ta remisova to je pekný oplestenec!
1,reformné menučko ma odjebalo
0,mi smeraci nepôjdeme stojim za tebou robert
1,aj keby ste sa dali testovať každý druhý deň matovic neotvorí slovensko lebo pracuje pre niekoho kto mu dovolí otvoriť až po vakcine!
0,ľudia vo vláde a telke musia byť odsúdený za zločiny proti ľudskosti za tento plandamic!!!
0,veru plán!
0,zabil
0,naložte im fico
0,fico je skvělej!
1,a skym sa dohadoval fico pri velkych zlodejinach?
1,veď je to pi..
1,bež do piče fico 
1,dana hudačková
0,like a bosss
1,darmo on je pan zabil ju tú čupku
0,pri prvej vlne odvazali nakazených do gabčíkova teraz keď si nakazený tak si doma so zdravým ma to zmysel peter pepeko šmatlák
0,pan fico ste super
1,tedy náhodně
0,niesom voličom smeru ale robert fico je na uuuplne inej úrovni ako súčasný premiér... profesionál
1,mám návrh pre všetkých samovrahov nech každý zoberie zo sebou jedného politika aby si uvedomili že parlament nieje valov.
0,my sme najmenej koronou ohrozenyprečo my?????testy!!!!!!!vlada nech sama ukaže ĺuďomoni prvy!!!!!!!!!!!!!!!!!
0,nie oni im to nakazali
0,p fico dobrý politik a človek co s zdravím rozumom
0,viborne
0,dobre ale prečo sa nedohodneme všetci veď tak isto chcete aby sa to zvládlo či nie pomôžte tomu slovenskú veď ste jeho sucastou
0, nedajte sa pán fico.  tak.
1,zabudnite na nás my sa určite nedáme testovať vy démoni!! treba vás všetkých pozatvárať na doživotie !!
1,ne nechajte si téstovat
1,veď áno vláda má plán ako to spraviť. spravia to krásne slobodne
0,pán fico
1,pán fico tu bábkoherečku ste riadne dali až na same dno...ale prečo nikto nezastaví tohto matoviča každý tu píše že robi zlé  to testovanie celoplošné!!!!..tak mu to zakážte!!!!
0,tak či onak
1,dobrovoľne nasilu fuj
1,ak sa všade píše 
0,nie je to dobre pripravene
0,robo máš odpustené všetko 
1,pekne ju zotrel haraburdu...
1,je to tupá
0,suhlasim s panom ficom
1,naco mame prezidentku na paradu ked mu to necha dopustit
1,tsijet  jako  psi
0,akoby tomu ľudia nechceli rozumieť:celá táto akcia s plošným testovaním je robená preto
0,v tomto máte pravdu
0,asociácia súkromných lekárov žiada zastaviť plán celoplošného testovania.asl poukázala na to
1,kto sa chce nakaziť nech sa ide testovat
1,prepáčte ale celá opozícia má veľa reči a málo skutkov. už dávno mal byť matelko odvolaný a pozerať z leopoldova na trnavu!!!  
0,proste fico je cisty profesional vo svojom obore a tyto ziacikovia sa maju co ucit
1,kotkodacka.........sliepicka mi je sympatickejsia ako táto vymleta osoba
0,nemam ho rad
1,picovina
0,no ale toto je pravi tvar roberta fica
0,dobre povedané
1,na pichnúť ho na kôl toho diabla a upíra matohača satanaša príďzubaneho!!
1,kokos nech už sú normálny ludfia v parlamente nie sliepky a kohuti viem fico urobil veľa zlého ale vie rozprávať o problémoch s ona sa nevie ani brániť co tam robí????
0,najlepšia je jej maska : za ľudí len škoda ze nic nerobia pre ľudí
0,múdre zmýšľanie...
1,tupaňa tupa
0,nedáme sa testovať ani moja rodina
1,taká sprostá a kam sa tam a cez koho dostala?
0,super nemisles som.si ovas žeste takí ok takto má matovič bojovať o občanov ako bojujete vi ďakujeme vážime sito
0,"""som - alebo sme"""" - ochotný zobrať na seba riziko"""
